id,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_ans,created_at
17275,AI & ML,Python,Easy,NumPy primary use:,Numerical computing with multi-dimensional arrays,Web development,Database management,UI design,A,2026-07-05 11:34:19.606476+05:30
17276,AI & ML,Python,Easy,pandas primary use:,Data manipulation and analysis with DataFrames,Numerical computing,Image processing,Deep learning,A,2026-07-05 11:34:19.606476+05:30
17277,AI & ML,Python,Easy,matplotlib primary use:,Data visualization,Data manipulation,Machine learning,Web scraping,A,2026-07-05 11:34:19.606476+05:30
17278,AI & ML,Python,Easy,pd.read_csv():,Reads CSV file into a DataFrame,Writes CSV,Creates CSV,Deletes rows,A,2026-07-05 11:34:19.606476+05:30
17279,AI & ML,Python,Easy,df.head():,Shows first 5 rows of DataFrame,Shows last 5,Shows all,Shows column names only,A,2026-07-05 11:34:19.606476+05:30
17280,AI & ML,Python,Easy,df.dropna():,Removes rows with missing values,Fills missing values,Counts NaN,Replaces missing,A,2026-07-05 11:34:19.606476+05:30
17281,AI & ML,Python,Easy,df.fillna(value):,Fills missing values with specified value,Drops missing rows,Counts NaN,Creates column,A,2026-07-05 11:34:19.606476+05:30
17282,AI & ML,Python,Medium,Vectorized NumPy operation:,Applied element-wise without explicit loops,Loop-based,Manual element access,GPU operations,A,2026-07-05 11:34:19.606476+05:30
17283,AI & ML,Python,Medium,np.array vs list:,np.array supports vectorized math; list is general-purpose,Both identical,List is faster,np.array is slower,A,2026-07-05 11:34:19.606476+05:30
17284,AI & ML,Python,Easy,How to install packages in Python:,pip install package_name,python install,py install,npm install,A,2026-07-05 11:34:19.606476+05:30
17285,AI & ML,Python,Easy,What is pip?,Package installer for Python,Python interpreter,Python IDE,Python debugger,A,2026-07-05 11:34:19.606476+05:30
17286,AI & ML,Python,Easy,What is a Python module?,A .py file containing reusable code,A Python class,A virtual env,A package manager,A,2026-07-05 11:34:19.606476+05:30
17287,AI & ML,Python,Easy,What is a Python package?,A directory of modules with __init__.py,A single .py file,A compiled library,A Python version,A,2026-07-05 11:34:19.606476+05:30
17288,AI & ML,Python,Easy,str() function:,Converts object to string,Creates string class,Concatenates strings,Formats strings,A,2026-07-05 11:34:19.606476+05:30
17289,AI & ML,Python,Easy,int() function:,Converts to integer,Creates integer class,Adds integers,Compares integers,A,2026-07-05 11:34:19.606476+05:30
17290,AI & ML,Python,Easy,What is the output of bool(0)?,False,True,0,,A,2026-07-05 11:34:19.606476+05:30
17291,AI & ML,Python,Easy,What is the output of bool([]):,False,True,[],,A,2026-07-05 11:34:19.606476+05:30
17292,AI & ML,Python,Hard,in operator with sets is O(?):,O(1) average,O(n),O(log n),O(n²),A,2026-07-05 11:34:19.606476+05:30
17293,AI & ML,Python,Medium,"In Python 3, / operator does:",True division (returns float),Integer division,Modulo,Floor division,A,2026-07-05 11:34:19.606476+05:30
17294,AI & ML,Python,Easy,// operator in Python:,Floor division,Ceiling division,True division,Power,A,2026-07-05 11:34:19.606476+05:30
17295,AI & ML,Python,Easy,% operator in Python:,Modulo (remainder),Percentage,Multiplication,Division,A,2026-07-05 11:34:19.606476+05:30
17296,AI & ML,Deep Learning,Easy,What is a neural network?,Layers of interconnected neurons that learn representations,Decision tree variant,Ensemble of models,Statistical test,A,2026-07-05 11:34:19.606476+05:30
17297,AI & ML,Deep Learning,Easy,What is the hidden layer?,Layer between input and output learning representations,Input layer,Output layer,Activation layer,A,2026-07-05 11:34:19.606476+05:30
17298,AI & ML,Deep Learning,Medium,What is backpropagation?,Algorithm computing gradients via chain rule,Forward computation,Weight init,Data preprocessing,A,2026-07-05 11:34:19.606476+05:30
17299,AI & ML,Deep Learning,Easy,What is an epoch?,One complete pass through the training dataset,One batch update,One prediction,One feature processed,A,2026-07-05 11:34:19.606476+05:30
17300,AI & ML,Deep Learning,Medium,Purpose of activation functions:,Introduce non-linearity,Normalize inputs,Reduce dimensions,Speed up training,A,2026-07-05 11:34:19.606476+05:30
17301,AI & ML,Deep Learning,Hard,Vanishing gradient problem:,Gradients too small in early layers,Gradients too large,Loss increases,Accuracy drops,A,2026-07-05 11:34:19.606476+05:30
17302,AI & ML,Deep Learning,Hard,Exploding gradient problem:,Gradients become very large causing unstable updates,Gradients too small,Activation saturation,Memory overflow,A,2026-07-05 11:34:19.606476+05:30
17303,AI & ML,Deep Learning,Hard,Gradient clipping:,Limits gradient magnitude to prevent exploding gradients,Clips input values,Removes neurons,Regularization only,A,2026-07-05 11:34:19.606476+05:30
17304,AI & ML,Deep Learning,Easy,ReLU: f(x) = ?,"max(0, x)",1/(1+e^-x),tanh(x),x,A,2026-07-05 11:34:19.606476+05:30
17305,AI & ML,Deep Learning,Medium,Leaky ReLU:,ReLU with small slope for negative inputs,ReLU with clipping,Parametric ReLU,ELU,A,2026-07-05 11:34:19.606476+05:30
17306,AI & ML,Deep Learning,Easy,Sigmoid range:,"(0, 1)","(-1, 1)","(0, ∞)","(-∞, ∞)",A,2026-07-05 11:34:19.606476+05:30
17307,AI & ML,Deep Learning,Easy,Tanh range:,"(-1, 1)","(0, 1)","(0, ∞)","(-∞, ∞)",A,2026-07-05 11:34:19.606476+05:30
17308,AI & ML,Deep Learning,Hard,Why Sigmoid not preferred in hidden layers:,Causes vanishing gradients,Always preferred,Too expensive,Too complex,A,2026-07-05 11:34:19.606476+05:30
17309,AI & ML,Deep Learning,Hard,Batch Normalization:,Normalizes activations within a batch to stabilize training,Normalizes data,Normalizes weights,Normalizes gradients,A,2026-07-05 11:34:19.606476+05:30
17310,AI & ML,Deep Learning,Hard,Layer Normalization:,Normalizes across features for one sample (Transformers),Normalizes across batch,Normalizes weights,Normalizes loss,A,2026-07-05 11:34:19.606476+05:30
17311,AI & ML,Deep Learning,Easy,CNN is:,Network using convolutional layers to extract spatial features,Fully connected network,Recurrent network,Graph network,A,2026-07-05 11:34:19.606476+05:30
17312,AI & ML,Deep Learning,Medium,Convolutional layer:,Applies filters to detect local patterns,Reduces spatial dimensions,Fully connects neurons,Normalizes activations,A,2026-07-05 11:34:19.606476+05:30
17313,AI & ML,Deep Learning,Easy,Pooling layer:,Reduces spatial dimensions (downsampling),Increases spatial dimensions,Adds features,Normalizes activations,A,2026-07-05 11:34:19.606476+05:30
17314,AI & ML,Deep Learning,Easy,Max Pooling:,Takes maximum value in pooling window,Takes average,Takes minimum,Takes sum,A,2026-07-05 11:34:19.606476+05:30
17315,AI & ML,Deep Learning,Medium,Stride in convolution:,Number of pixels filter moves per step,Filter size,Padding amount,Number of filters,A,2026-07-05 11:34:19.606476+05:30
17316,AI & ML,Deep Learning,Medium,Padding in CNN:,Adding zeros to control output spatial size,Removing border pixels,Increasing filter size,Reducing stride,A,2026-07-05 11:34:19.606476+05:30
17317,AI & ML,Deep Learning,Easy,RNN:,Network with loops to process sequential data,Network for images,Network for tabular data,Network for graphs,A,2026-07-05 11:34:19.606476+05:30
17318,AI & ML,Deep Learning,Hard,Vanishing gradient in RNNs:,Gradients decay through many time steps,Gradients increase,Sequences are fast,RNNs have no gradients,A,2026-07-05 11:34:19.606476+05:30
17319,AI & ML,Deep Learning,Medium,LSTM:,RNN variant with gates to control long-range information,Simplified RNN,Bidirectional RNN,Attention mechanism,A,2026-07-05 11:34:19.606476+05:30
17320,AI & ML,Deep Learning,Hard,LSTM gates:,"Input, Forget, and Output gates",On and Off gates,Up and Down gates,Left and Right gates,A,2026-07-05 11:34:19.606476+05:30
17321,AI & ML,Deep Learning,Hard,GRU vs LSTM:,GRU has fewer gates (reset and update) — simpler,GRU is more complex,GRU has more gates,They are identical,A,2026-07-05 11:34:19.606476+05:30
17322,AI & ML,Deep Learning,Medium,Autoencoder:,Compresses input to lower-dimensional representation and reconstructs,Supervised classifier,Recurrent network,CNN variant,A,2026-07-05 11:34:19.606476+05:30
17323,AI & ML,Deep Learning,Medium,Autoencoder bottleneck:,Compressed lower-dimensional representation,Final layer,Input layer,Loss function,A,2026-07-05 11:34:19.606476+05:30
17324,AI & ML,Deep Learning,Hard,VAE (Variational Autoencoder):,Generative model with probabilistic latent space,Deterministic autoencoder,CNN variant,Attention model,A,2026-07-05 11:34:19.606476+05:30
17325,AI & ML,Deep Learning,Medium,GAN (Generative Adversarial Network):,Generator creates fakes; Discriminator distinguishes real/fake,Autoencoder variant,Supervised model,Ensemble,A,2026-07-05 11:34:19.606476+05:30
17326,AI & ML,Deep Learning,Hard,Mode collapse in GANs:,Generator produces only a few output types,Training divergence,Overfitting,Generator overfits,A,2026-07-05 11:34:19.606476+05:30
17327,AI & ML,Deep Learning,Medium,Transformer model:,Attention-based architecture processing tokens in parallel,RNN with attention,CNN variant,Ensemble,A,2026-07-05 11:34:19.606476+05:30
17328,AI & ML,Deep Learning,Hard,Self-attention:,Each token attends to all other tokens,Cross-attention,Layer normalization,Feed-forward network,A,2026-07-05 11:34:19.606476+05:30
17329,AI & ML,Deep Learning,Medium,BERT:,Bidirectional Encoder Representations from Transformers,Unidirectional LM,CNN for text,RNN for text,A,2026-07-05 11:34:19.606476+05:30
17330,AI & ML,Deep Learning,Easy,GPT:,Generative Pre-trained Transformer for text generation,Discriminative model,Image model,Speech model,A,2026-07-05 11:34:19.606476+05:30
17331,AI & ML,Deep Learning,Medium,Fine-tuning:,Adapting pre-trained model to specific task,Training from scratch,Feature extraction only,Hyperparameter tuning,A,2026-07-05 11:34:19.606476+05:30
17332,AI & ML,Deep Learning,Hard,Xavier/Glorot init:,For Sigmoid/Tanh — keeps activation variance stable,For ReLU,For training speed,For memory reduction,A,2026-07-05 11:34:19.606476+05:30
17333,AI & ML,Deep Learning,Hard,He init:,For ReLU activations — keeps variance stable,For Sigmoid,For Tanh,For all equally,A,2026-07-05 11:34:19.606476+05:30
17334,AI & ML,Deep Learning,Hard,ResNet's key innovation:,Residual (skip) connections enabling very deep networks,Attention mechanism,Batch norm only,Larger kernels,A,2026-07-05 11:34:19.606476+05:30
17335,AI & ML,Deep Learning,Hard,Skip connections:,Add input to layer output to prevent vanishing gradients,Skip layers randomly,Dropout variant,Attention variant,A,2026-07-05 11:34:19.606476+05:30
17336,AI & ML,Deep Learning,Easy,Softmax output layer:,Converts logits to probability distribution over classes,Creates embeddings,Reduces dimensions,Applies regularization,A,2026-07-05 11:34:19.606476+05:30
17337,AI & ML,Deep Learning,Easy,Dense (fully connected) layer:,Every neuron connected to every previous neuron,Conv layer,Recurrent layer,Attention layer,A,2026-07-05 11:34:19.606476+05:30
17338,AI & ML,Deep Learning,Medium,Embedding layer:,Maps discrete tokens to dense continuous vectors,One-hot encoding,Positional encoding,Attention,A,2026-07-05 11:34:19.606476+05:30
17339,AI & ML,Deep Learning,Hard,Positional encoding in Transformers:,Adds position info since attention is permutation-invariant,Encodes feature positions,Maps positions to labels,Sorts tokens,A,2026-07-05 11:34:19.606476+05:30
17340,AI & ML,Deep Learning,Hard,Multi-head attention:,Parallel attention heads with different projections,Stacked self-attention,Multi-layer attention,Hierarchical attention,A,2026-07-05 11:34:19.606476+05:30
17341,AI & ML,Deep Learning,Medium,Seq2Seq model:,Encoder encodes input; Decoder generates output,Single forward pass,Bidirectional model,Classification model,A,2026-07-05 11:34:19.606476+05:30
17342,AI & ML,Deep Learning,Hard,Beam search:,Keeps top-k sequences at each generation step,Greedy decoding,Random sampling,Nucleus sampling,A,2026-07-05 11:34:19.606476+05:30
17343,AI & ML,Deep Learning,Medium,Object detection vs classification:,Detection localizes + classifies multiple objects,Classifies one object,Generates images,Segments pixels,A,2026-07-05 11:34:19.606476+05:30
17344,AI & ML,Deep Learning,Medium,Semantic segmentation:,Labels every pixel with a class,Object bounding boxes,Image classification,Feature extraction,A,2026-07-05 11:34:19.606476+05:30
17345,AI & ML,Deep Learning,Hard,Instance segmentation:,Detects and segments each instance separately,Semantic segmentation,Object detection,Image generation,A,2026-07-05 11:34:19.606476+05:30
17346,AI & ML,Deep Learning,Hard,Siamese network:,Twin networks comparing inputs for similarity,Generative model,Object detector,Image classifier,A,2026-07-05 11:34:19.606476+05:30
17347,AI & ML,Deep Learning,Hard,Attention mechanism advantage:,Models dependencies regardless of distance,Faster training,Smaller model,Better for images,A,2026-07-05 11:34:19.606476+05:30
17348,AI & ML,Deep Learning,Medium,ResNet-50 has approximately:,50 layers,50 million parameters,50 convolutional layers,50 attention heads,A,2026-07-05 11:34:19.606476+05:30
17349,AI & ML,Deep Learning,Hard,What is depthwise separable convolution?,Splits into depthwise + pointwise steps for efficiency,Standard convolution,Dilated convolution,Transposed convolution,A,2026-07-05 11:34:19.606476+05:30
17350,AI & ML,Deep Learning,Hard,Dilated (atrous) convolution:,Gaps in kernel to increase receptive field,Depthwise conv,Transposed conv,Separable conv,A,2026-07-05 11:34:19.606476+05:30
17351,AI & ML,Deep Learning,Hard,Transposed convolution:,"Upsamples feature maps (used in decoders, GANs)",Reduces feature maps,Applies filters,Normalizes activations,A,2026-07-05 11:34:19.606476+05:30
17352,AI & ML,Deep Learning,Hard,U-Net architecture:,Encoder-decoder with skip connections for segmentation,Image classification,Object detection,Text generation,A,2026-07-05 11:34:19.606476+05:30
17353,AI & ML,Deep Learning,Medium,Word2Vec:,Learns word embeddings from co-occurrence contexts,Character-level model,Sentence-level model,Image embedding,A,2026-07-05 11:34:19.606476+05:30
17354,AI & ML,Deep Learning,Hard,CBOW vs Skip-gram:,CBOW predicts word from context; Skip-gram predicts context from word,CBOW always better,Skip-gram always slower,No difference,A,2026-07-05 11:34:19.606476+05:30
17355,AI & ML,Deep Learning,Hard,GloVe:,Word embeddings from global word co-occurrence statistics,Character embeddings,Document embeddings,Sentence embeddings,A,2026-07-05 11:34:19.606476+05:30
17356,AI & ML,Deep Learning,Hard,FastText vs Word2Vec:,FastText uses subword (character n-gram) information,FastText: larger context,FastText: slower,FastText: ignores order,A,2026-07-05 11:34:19.606476+05:30
17357,AI & ML,Deep Learning,Hard,BLEU score:,Measures machine translation quality vs reference,Training loss,Perplexity,Model complexity,A,2026-07-05 11:34:19.606476+05:30
17358,AI & ML,Deep Learning,Hard,What is a language model's perplexity?,Measures how well model predicts sequences (lower = better),Training accuracy,Loss value,Model complexity,A,2026-07-05 11:34:19.606476+05:30
17359,AI & ML,Deep Learning,Hard,Reinforcement learning from human feedback (RLHF):,Fine-tuning LLMs using human preference judgments,Supervised fine-tuning,Unsupervised training,Multi-task learning,A,2026-07-05 11:34:19.606476+05:30
17360,AI & ML,Deep Learning,Easy,What is dropout rate of 0.5?,50% of neurons randomly deactivated during training,50% training data used,50% gradients applied,50% learning rate,A,2026-07-05 11:34:19.606476+05:30
17361,AI & ML,Deep Learning,Hard,Batch size effect: smaller batch → ?,Noisier gradient updates; can escape local minima,Always worse performance,Slower training,Less memory needed always,A,2026-07-05 11:34:19.606476+05:30
17362,AI & ML,Deep Learning,Medium,Learning rate too high → ?,Model diverges; loss increases or oscillates,Model converges faster,Model underfits,No effect,A,2026-07-05 11:34:19.606476+05:30
17363,AI & ML,Deep Learning,Medium,Learning rate too low → ?,Very slow convergence; may get stuck in local minima,Model diverges,Overfitting,Underfitting only,A,2026-07-05 11:34:19.606476+05:30
