id,title,body,category,skill,difficulty,roles,source,created_at
101857,Explain the concept of container orchestration.,"Container orchestration automates deployment, scaling, and management of containers, optimizing resource use and handling failures.",DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101858,"What is Kubernetes, and why is it popular in container management?","Kubernetes is an open-source container orchestration platform automating deployment and management, known for its scalability and community support.",DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101859,Describe the process of continuous integration and continuous delivery (CI/CD).,"CI/CD automates build, test, and deployment processes, delivering code changes rapidly and reliably to production.",DevOps,,Hard,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101860,What is infrastructure as code (IaC)?,"IaC manages infrastructure using code, ensuring consistency, automation, and version control in deployments.",DevOps,,Easy,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101861,How do you monitor the performance of a web application?,"Monitor using tools to collect and analyze data on response times, resource utilization, error rates, and user experience.",DevOps,,Hard,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101862,Discuss the importance of automated testing in CI/CD pipelines.,"Automated testing in CI/CD ensures code changes are defect-free, enhancing reliability and speeding up delivery.",DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101863,"What is Blue-Green deployment, and when would you use it?",Blue-Green deployment alternates between two production environments for easy rollbacks and minimal downtime during updates.,DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101864,Explain the role of a configuration management tool like Ansible.,"Configuration management tools automate provisioning and management of software and infrastructure, ensuring consistency and efficiency.",DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101865,"Describe the benefits of using a cloud platform like AWS, Azure, or Google Cloud.","Cloud platforms offer scalability, cost-efficiency, global reach, and managed services, reducing operational burdens with security and compliance features.",DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101866,Explain the concept of 'closure' in JavaScript.,A closure is a function that remembers its outer variables and can access them.,Frontend,,Hard,"[""Frontend Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101867,Describe the use of Docker in a DevOps environment.,"Docker allows for packaging applications in containers, facilitating consistent deployment across different environments.",DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101868,What is a 'race condition' in software development?,A race condition occurs when the system's behavior depends on the sequence or timing of other uncontrollable events.,Backend,,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101869,How would you optimize a website's load time?,"Optimizations can include minimizing HTTP requests, using CDNs, compressing files, caching, etc.",Frontend,,Hard,"[""Frontend Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101870,What is the difference between SQL and NoSQL databases?,"SQL databases are structured, use SQL, and are better for complex queries. NoSQL databases are flexible, scale well, and are good for hierarchical data storage.",Backend,,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101871,Can you explain the concept of 'state' in React?,State in React is an object that holds some information that may change over the lifecycle of the component.,Frontend,,Medium,"[""Frontend Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101872,What is continuous integration in DevOps?,Continuous integration is the practice of automating the integration of code changes into a software project.,DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101873,How do you implement a binary search algorithm?,"Binary search involves repeatedly dividing in half the portion of the list that could contain the item, until you've narrowed the possibilities to just one.",Backend,,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101874,Describe the MVC architecture.,"MVC architecture stands for Model-View-Controller, separating the application into three interconnected components.",Backend,,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101875,What are microservices and how do they differ from monolithic architectures?,"Microservices are a software development technique—a variant of the service-oriented architecture architectural style that structures an application as a collection of loosely coupled services. In a monolithic architecture, all components are interconnected and interdependent.",Backend,,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101876,Explain the difference between '==' and '===' in JavaScript.,"'==' compares values after type conversion, while '===' compares both value and type.",Frontend,,Hard,"[""Frontend Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101877,What is Kubernetes and how does it relate to containerization?,"Kubernetes is an open-source platform for automating deployment, scaling, and operations of application containers across clusters of hosts.",DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101878,Describe how you would implement a RESTful API in a back-end application.,"A RESTful API is implemented by setting up HTTP routes (GET, POST, PUT, DELETE) and handling requests and responses in a stateless manner, often using JSON.",Backend,,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101879,What are the benefits of server-side rendering vs client-side rendering?,"Server-side rendering improves initial page load time and SEO, while client-side rendering is good for dynamic websites with less initial loading content.",Frontend,,Medium,"[""Frontend Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101880,How do NoSQL databases handle data scaling compared to traditional SQL databases?,NoSQL databases are generally more scalable and provide superior performance for large-scale applications due to their flexibility in handling unstructured data.,Backend,,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101881,Explain the use of hooks in React.,Hooks are functions that let you 'hook into' React state and lifecycle features from function components.,Frontend,,Medium,"[""Frontend Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101882,What is Infrastructure as Code (IaC) and its significance in DevOps?,"IaC is the management of infrastructure (networks, virtual machines, load balancers, etc.) in a descriptive model, using code, which increases development and deployment speed.",DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101883,Describe the process of memoization in programming.,Memoization is an optimization technique used to speed up programs by storing the results of expensive function calls.,Backend,,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101884,What are the advantages of using a microservices architecture?,"Advantages include easier scalability, flexibility in choosing technology, better fault isolation, and improved continuous deployment.",Backend,,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101885,Explain the SOLID principles in software engineering.,"SOLID stands for Single Responsibility, Open-Closed, Liskov Substitution, Interface Segregation, and Dependency Inversion principles, guiding towards more maintainable, understandable, and flexible software.",Backend,,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101886,What is lazy loading in web development?,"Lazy loading is a design pattern that delays loading of non-critical resources at page load time, reducing initial load time and page weight.",Frontend,,Medium,"[""Frontend Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101887,Discuss the role of a load balancer in a distributed system.,A load balancer distributes network or application traffic across multiple servers to enhance responsiveness and availability of applications.,DevOps,,Medium,"[""DevOps Engineer"", ""Software Engineer"", ""Data Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101888,How does indexing improve database query performance?,"Indexing speeds up data retrieval operations by effectively creating a smaller, faster version of the database table.",Backend,,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""ML Engineer"", ""Security Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101889,Explain event delegation in JavaScript.,Event delegation refers to the practice of using a single event listener to manage all events of a specific type for child elements.,Frontend,,Medium,"[""Frontend Engineer"", ""Full Stack Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
101890,Design a distributed key-value store.,"Focus on data partitioning, replication for fault tolerance, consistency models, and handling node failures.",System Design,,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""ML Engineer""]",curated,2026-07-05 11:33:21.605466+05:30
